,Area (km2),Building Complexity St.dev,Building Footprint (Proportion),Building Footprint St.dev (m2),Building Perimeter St.dev (m),Children,Civic,Commercial,Edge density (km2),Elderly,Entertainment,Food,Healthcare,Institutional,Length density (km2),Mean Building Complexity,Mean Building Footprint (m2),Mean Building Perimeter (m),Mean Degree,Mean Length (m) ,Mean Neighbourhood Degree,Men,No. of Edges,No. of Nodes,Node density (km2),Place_Of_Worship,PopSum,Recreational,Social,Total Building Perimeter (m),Total Length (km),Women,Youth
bangkok,1583.26,7.54,2.37,1637.81,74.5,53926.0,224.0,5492.0,402.24,698353.0,623.0,6236.0,398.0,544.0,28.3,17.18,474.34,75.64,4.65,70.34,2.86,4802712.0,636858.0,274205.0,173.19,3.0,9822962.0,937.0,16.0,5971944.24,44799.29,3016054.0,1401262.0
