,Area (km2),Building Complexity St.dev,Building Footprint (Proportion),Building Footprint St.dev (m2),Building Perimeter St.dev (m),Children,Civic,Commercial,Edge density (km2),Elderly,Entertainment,Food,Healthcare,Institutional,Length density (km2),Mean Building Complexity,Mean Building Footprint (m2),Mean Building Perimeter (m),Mean Degree,Mean Length (m) ,Mean Neighbourhood Degree,Men,No. of Edges,No. of Nodes,Node density (km2),PopSum,Recreational,Social,Total Building Perimeter (m),Total Length (km),Women,Youth
Singapore,715.83,12.57,12.24,2339.49,121.63,245732.0,274.0,6309.0,316.32,222542.0,1096.0,8704.0,704.0,947.0,24.67,22.65,799.44,116.67,5.26,77.98,2.92,2489568.0,226434.0,86086.0,120.26,5954805.0,2706.0,146.0,12786032.76,17656.36,1461931.0,693038.0
