,Area (km2),Building Complexity St.dev,Building Footprint (Proportion),Building Footprint St.dev (m2),Building Perimeter St.dev (m),Children,Civic,Commercial,Edge density (km2),Elderly,Entertainment,Food,Healthcare,Institutional,Length density (km2),Mean Building Complexity,Mean Building Footprint (m2),Mean Building Perimeter (m),Mean Degree,Mean Length (m) ,Mean Neighbourhood Degree,Men,No. of Edges,No. of Nodes,Node density (km2),PopSum,Recreational,Social,Total Building Perimeter (m),Total Length (km),Women,Youth
paris,102.67,10.48,32.06,752.98,80.69,84681.0,452.0,17363.0,469.27,401463.0,2632.0,18075.0,570.0,1987.0,36.54,19.33,319.65,81.21,5.72,77.86,3.15,1011530.0,48180.0,16839.0,164.01,2190972.0,10278.0,563.0,8362809.47,3751.27,584801.0,264989.0
