,Area (km2),Building Complexity St.dev,Building Footprint (Proportion),Building Footprint St.dev (m2),Building Perimeter St.dev (m),Children,Civic,Commercial,Edge density (km2),Elderly,Entertainment,Food,Healthcare,Institutional,Length density (km2),Mean Building Complexity,Mean Building Footprint (m2),Mean Building Perimeter (m),Mean Degree,Mean Length (m) ,Mean Neighbourhood Degree,Men,No. of Edges,No. of Nodes,Node density (km2),PopSum,Recreational,Social,Total Building Perimeter (m),Total Length (km),Women,Youth
chic,597.7,4.62,20.38,804.81,38.64,179699.16455200003,337.0,2771.0,547.67,381648.52028800006,642.0,5849.0,293.0,1378.0,42.01,13.63,149.09,45.53,6.12,76.7,3.22,1263382.7767839998,327340.0,106888.0,178.83,2513361.284817093,3630.0,235.0,37204980.69,25107.84,1339658.771077,392760.38604700007
