,Area (km2),Building Complexity St.dev,Building Footprint (Proportion),Building Footprint St.dev (m2),Building Perimeter St.dev (m),Children,Civic,Commercial,Edge density (km2),Elderly,Entertainment,Food,Healthcare,Institutional,Length density (km2),Mean Building Complexity,Mean Building Footprint (m2),Mean Building Perimeter (m),Mean Degree,Mean Length (m) ,Mean Neighbourhood Degree,Men,No. of Edges,No. of Nodes,Node density (km2),PopSum,Recreational,Social,Total Building Perimeter (m),Total Length (km),Women,Youth
Olympic Hills/Victory Heights,258.4,4.74,15.58,570.56,40.01,33186.569986,147.0,2982.0,581.91,98951.36666900001,969.0,3345.0,326.0,292.0,36.18,15.05,193.08,54.31,5.32,62.18,3.01,308795.78729300003,150366.0,56487.0,218.6,642043.6538125243,4816.0,138.0,11323121.82,9349.06,310522.882199,86989.68059000002
